REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
,,,,021902,13016600,ACCOUNTING I,-999,-999,3.0,-999,-999,3.0
,,,,021902,13020500,PRACTICUM HEALTH SCIENCE,49,276,5.6,49,276,5.6
,,,,021902,13020600,ANATOMY & PHYSIOLOGY,-999,-999,4.0,-999,-999,4.0
,,,,021902,13024700,CHILD DEVELOPMENT,83,192,2.3,83,192,2.3
,,,,021902,13024800,CHILD GUIDANCE,21,105,5.0,21,105,5.0
,,,,021902,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",130,340,2.6,130,340,2.6
,,,,021902,13029300,LAW ENFORCEMENT I,44,125,2.8,44,125,2.8
,,,,021902,13029400,LAW ENFORCEMENT II,13,37,2.8,13,37,2.8
,,,,021902,13032300,WELDING,60,168,2.8,60,168,2.8
,,,,021902,13032400,ADVANCED WELDING,-999,56,-999.0,-999,56,-999.0
,,,,021902,13033000,PRACTICUM MANUFACTURING,-999,20,-999.0,-999,20,-999.0
,,,,021902,13037200,SCIENTIFIC RESEARCH & DESIGN,70,436,6.2,70,436,6.2
,,,,021902,13037210,SCIENTIFIC RESEARCH & DESGN II,-999,28,-999.0,-999,28,-999.0
,,,,021902,IHE11100,MATH-INST OF HIGHER EDU ENDRSD,-999,24,-999.0,-999,24,-999.0
,,,,021902,PES00054,AEROBIC ACTIVITIES,-999,-999,1.0,105,105,1.0
,,,,021902,PES00055,INDIVIDUAL OR TEAM SPORTS,-999,-999,1.0,110,110,1.0
Total,,,,021902,,,"1,378","5,044",3.7,"1,941","6,538",3.4
,,,,021902,,,,,,,,
022004,TERLINGUA CSD,TRADITIONAL ISD/CSD,,022004,03330100,UNITED STATES GOVERNMENT (GOVT,,0,,-999,-999,3.0
Total,,,,022004,,,,0,,-999,-999,3.0
,,,,022004,,,,,,,,
022901,ALPINE ISD,TRADITIONAL ISD/CSD,,022901,03060100,ASTRONOMY (ASTRMY),,0,,-999,-999,3.0
,,,,022901,03100600,ALGEBRA II (ALG2),-999,-999,3.0,-999,12,-999.0
,,,,022901,03152500,APPLIED MUSIC I (MUS1APL),-999,-999,3.0,-999,-999,3.0
,,,,022901,03152700,MUSIC I THEORY (MUS1THY),-999,-999,3.0,-999,-999,3.0
,,,,022901,03220300,ENGLISH III (ENG 3),-999,48,-999.0,-999,48,-999.0
,,,,022901,03220400,ENGLISH IV (ENG 4),11,45,4.1,13,54,4.2
,,,,022901,03250100,THEATRE ARTS I (TH1),-999,-999,3.0,-999,-999,3.0
,,,,022901,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,-999,3.0
,,,,022901,03380022,SPEC TOPIC IN SOC STUD (2ND),-999,36,-999.0,-999,36,-999.0
,,,,022901,03440300,LANG O/T ENGLISH III - SPANISH,14,75,5.4,19,105,5.5
,,,,022901,13002100,ADV PLANT & SOIL SCIENCE,-999,48,-999.0,-999,54,-999.0
,,,,022901,13016900,STAT & RISK MGT,-999,-999,3.0,-999,-999,3.0
,,,,022901,13032400,ADVANCED WELDING,-999,27,-999.0,-999,27,-999.0
,,,,022901,N1120040,PLANET EARTH,,0,,-999,-999,3.0
Total,,,,022901,,,68,315,4.6,81,375,4.6
,,,,022901,,,,,,,,
022902,MARATHON ISD,TRADITIONAL ISD/CSD,,022902,03152900,MUSIC I HISTORY (MUS1HIST),-999,-999,3.0,-999,-999,3.0
,,,,022902,03220300,ENGLISH III (ENG 3),-999,-999,3.0,-999,-999,3.0
,,,,022902,03220400,ENGLISH IV (ENG 4),-999,-999,6.0,-999,-999,6.0
,,,,022902,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,022902,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,3.0,-999,-999,3.0
,,,,022902,03500100,ART I (ART 1),-999,-999,2.3,-999,10,-999.0
Total,,,,022902,,,10,31,3.1,11,34,3.1
,,,,022902,,,,,,,,
023902,SILVERTON ISD,TRADITIONAL ISD/CSD,,023902,03101100,PRECALCULUS (PRE CALC),-999,33,-999.0,-999,33,-999.0
,,,,023902,03220200,ENGLISH II (ENG 2),-999,-999,3.0,-999,-999,3.0
,,,,023902,03220300,ENGLISH III (ENG 3),-999,36,-999.0,-999,36,-999.0
,,,,023902,03220400,ENGLISH IV (ENG 4),-999,-999,3.0,-999,-999,3.0
,,,,023902,03250100,THEATRE ARTS I (TH1),11,33,3.0,11,33,3.0
,,,,023902,13000900,AGRIBUSINESS MGT & MARKETING,-999,18,-999.0,-999,18,-999.0
Total,,,,023902,,,31,126,4.1,31,126,4.1
,,,,023902,,,,,,,,
025901,BANGS ISD,TRADITIONAL ISD/CSD,,025901,03102500,INDEP STUDY IN MATH (1ST TIME),-999,27,-999.0,10,30,3.0
,,,,025901,03102501,INDEP STUDY IN MATH (2ND TIME),-999,-999,3.0,-999,-999,3.0
,,,,025901,03220400,ENGLISH IV (ENG 4),14,81,5.8,15,87,5.8
,,,,025901,03310300,ECONOMICS W/EMPH FREE ENTERPR,12,36,3.0,13,39,3.0
,,,,025901,03330100,UNITED STATES GOVERNMENT (GOVT,14,42,3.0,15,45,3.0
,,,,025901,03340100,US HISTORY STUDIES SINCE 1877,14,81,5.8,16,93,5.8
,,,,025901,13020300,MEDICAL TERMINOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,025901,13020800,PATHOPHYSIOLOGY,-999,-999,3.0,-999,-999,3.0
Total,,,,025901,,,68,282,4.1,74,309,4.2
,,,,025901,,,,,,,,
025902,BROWNWOOD ISD,TRADITIONAL ISD/CSD,,025902,03102500,INDEP STUDY IN MATH (1ST TIME),,0,,-999,-999,3.0
,,,,025902,03220400,ENGLISH IV (ENG 4),10,54,5.4,15,78,5.2
,,,,025902,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,-999,3.0
,,,,025902,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,18,-999.0,-999,27,-999.0
,,,,025902,03330100,UNITED STATES GOVERNMENT (GOVT,11,33,3.0,14,42,3.0
,,,,025902,03340100,US HISTORY STUDIES SINCE 1877,25,135,5.4,40,222,5.6
,,,,025902,13025200,COSMETOLOGY I,-999,-999,3.0,-999,15,-999.0
,,,,025902,13025300,COSMETOLOGY II,-999,12,-999.0,-999,12,-999.0
Total,,,,025902,,,58,264,4.6,87,408,4.7
,,,,025902,,,,,,,,
025904,BLANKET ISD,TRADITIONAL ISD/CSD,,025904,03102500,INDEP STUDY IN MATH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,025904,03220400,ENGLISH IV (ENG 4),-999,27,-999.0,-999,27,-999.0
,,,,025904,03330100,UNITED STATES GOVERNMENT (GOVT,-999,15,-999.0,-999,15,-999.0
,,,,025904,03340100,US HISTORY STUDIES SINCE 1877,-999,39,-999.0,-999,39,-999.0
,,,,025904,03350100,PSYCHOLOGY (PSYCH),-999,15,-999.0,-999,15,-999.0
,,,,025904,03380001,SOCIAL STUDIES ADV (1ST TIME),-999,15,-999.0,-999,15,-999.0
,,,,025904,03500100,ART I (ART 1),-999,-999,3.0,-999,-999,3.0
,,,,025904,13020300,MEDICAL TERMINOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,025904,13020400,HEALTH SCIENCE,-999,15,-999.0,-999,15,-999.0
,,,,025904,13020800,PATHOPHYSIOLOGY,-999,-999,3.0,-999,-999,3.0
Total,,,,025904,,,38,147,3.9,38,147,3.9
,,,,025904,,,,,,,,
025905,MAY ISD,TRADITIONAL ISD/CSD,,025905,03220300,ENGLISH III (ENG 3),-999,36,-999.0,-999,36,-999.0
,,,,025905,03220400,ENGLISH IV (ENG 4),,0,,-999,33,-999.0
,,,,025905,03330100,UNITED STATES GOVERNMENT (GOVT,,0,,-999,12,-999.0
,,,,025905,03340100,US HISTORY STUDIES SINCE 1877,-999,33,-999.0,-999,33,-999.0
,,,,025905,13008800,GRAPHIC DESIGN & ILLUSTRATION,-999,-999,6.0,-999,-999,6.0
,,,,025905,13027200,PRINCIPLES OF INFO TECH,-999,-999,1.0,-999,-999,1.0
,,,,025905,13032300,WELDING,-999,-999,2.0,-999,-999,2.0
Total,,,,025905,,,17,82,4.8,27,127,4.7
,,,,025905,,,,,,,,
025906,ZEPHYR ISD,TRADITIONAL ISD/CSD,,025906,03102500,INDEP STUDY IN MATH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,025906,03152900,MUSIC I HISTORY (MUS1HIST),-999,-999,3.0,-999,24,-999.0
,,,,025906,03220300,ENGLISH III (ENG 3),-999,33,-999.0,-999,33,-999.0
,,,,025906,03220400,ENGLISH IV (ENG 4),-999,24,-999.0,-999,24,-999.0
,,,,025906,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,025906,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,3.0,-999,-999,3.0
,,,,025906,03340100,US HISTORY STUDIES SINCE 1877,-999,42,-999.0,-999,42,-999.0
,,,,025906,03501700,ART III HISTORY (ART3HIST),,0,,-999,15,-999.0
Total,,,,025906,,,28,126,4.5,38,156,4.1
,,,,025906,,,,,,,,
025908,BROOKESMITH ISD,TRADITIONAL ISD/CSD,,025908,03010200,BIOLOGY (BIO),-999,-999,3.0,-999,24,-999.0
,,,,025908,03102500,INDEP STUDY IN MATH (1ST TIME),,0,,-999,12,-999.0
,,,,025908,03220400,ENGLISH IV (ENG 4),-999,-999,6.0,-999,30,-999.0
,,,,025908,03310300,ECONOMICS W/EMPH FREE ENTERPR,,0,,-999,-999,3.0
,,,,025908,03330100,UNITED STATES GOVERNMENT (GOVT,,0,,-999,-999,3.0
,,,,025908,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,-999,2.3
,,,,025908,13020600,ANATOMY & PHYSIOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,025908,13025100,INTR TO COSMETOLOGY,-999,12,-999.0,-999,12,-999.0
,,,,025908,13025200,COSMETOLOGY I,-999,12,-999.0,-999,12,-999.0
,,,,025908,13032300,WELDING,11,51,4.6,11,51,4.6
,,,,025908,13032400,ADVANCED WELDING,-999,-999,3.0,-999,-999,3.0
Total,,,,025908,,,22,93,4.2,43,175,4.1
,,,,025908,,,,,,,,
025909,EARLY ISD,TRADITIONAL ISD/CSD,,025909,03060200,EARTH AND SPACE SCIENCE (ESS),,0,,-999,12,-999.0
,,,,025909,03101100,PRECALCULUS (PRE CALC),,0,,-999,-999,3.0
,,,,025909,03102500,INDEP STUDY IN MATH (1ST TIME),14,42,3.0,16,48,3.0
,,,,025909,03102501,INDEP STUDY IN MATH (2ND TIME),12,36,3.0,14,42,3.0
,,,,025909,03150800,MUSIC IV ORCHESTRA (MUS4ORCH),-999,-999,6.0,-999,-999,6.0
,,,,025909,03151600,MUSIC IV JAZZ BAND (MUS4JZBN),-999,-999,6.0,-999,-999,6.0
,,,,025909,03152100,MUSIC I VOCAL ENSEMBLE,-999,-999,6.0,-999,-999,6.0
,,,,025909,03152500,APPLIED MUSIC I (MUS1APL),-999,-999,3.0,-999,15,-999.0
,,,,025909,03152700,MUSIC I THEORY (MUS1THY),-999,-999,3.0,-999,-999,3.0
,,,,025909,03152800,MUSIC II THEORY (MUS2THY),-999,-999,3.0,-999,-999,3.0
,,,,025909,03220300,ENGLISH III (ENG 3),-999,39,-999.0,-999,51,-999.0
,,,,025909,03220400,ENGLISH IV (ENG 4),14,81,5.8,16,93,5.8
,,,,025909,03221800,INDEP STUDY/ENGLISH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,025909,03241200,INDEP STUDY/SPEECH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,025909,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,-999,3.0
,,,,025909,03310300,ECONOMICS W/EMPH FREE ENTERPR,19,57,3.0,21,63,3.0
,,,,025909,03330100,UNITED STATES GOVERNMENT (GOVT,20,60,3.0,25,78,3.1
,,,,025909,03340100,US HISTORY STUDIES SINCE 1877,-999,39,-999.0,12,69,5.8
,,,,025909,03350100,PSYCHOLOGY (PSYCH),-999,27,-999.0,10,30,3.0
,,,,025909,03370100,SOCIOLOGY (SOC),-999,15,-999.0,-999,18,-999.0
,,,,025909,03380001,SOCIAL STUDIES ADV (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,025909,03440100,LANG O/T ENGLISH I - SPANISH,,0,,-999,-999,3.0
,,,,025909,03810100,HEALTH EDUCATION (HLTH ED),-999,-999,3.0,-999,-999,3.0
,,,,025909,13011500,BUSIN INFO MGT II,-999,21,-999.0,-999,21,-999.0
,,,,025909,13020300,MEDICAL TERMINOLOGY,-999,12,-999.0,-999,12,-999.0
,,,,025909,13020600,ANATOMY & PHYSIOLOGY,-999,-999,6.0,-999,-999,6.0
,,,,025909,13027200,PRINCIPLES OF INFO TECH,-999,-999,3.0,-999,-999,3.0
,,,,025909,13032300,WELDING,-999,30,-999.0,-999,30,-999.0
,,,,025909,13032400,ADVANCED WELDING,-999,-999,6.0,-999,-999,6.0
,,,,025909,13032600,ADV PRECISION METAL MANUF,-999,-999,6.0,-999,-999,6.0
,,,,025909,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,-999,6.0,-999,-999,6.0
Total,,,,025909,,,142,537,3.8,174,669,3.8
,,,,025909,,,,,,,,
026901,CALDWELL ISD,TRADITIONAL ISD/CSD,,026901,03220400,ENGLISH IV (ENG 4),24,132,5.5,25,138,5.5
,,,,026901,03310300,ECONOMICS W/EMPH FREE ENTERPR,30,90,3.0,34,102,3.0
,,,,026901,03330100,UNITED STATES GOVERNMENT (GOVT,31,93,3.0,35,105,3.0
,,,,026901,03340100,US HISTORY STUDIES SINCE 1877,36,216,6.0,37,222,6.0
Total,,,,026901,,,121,531,4.4,131,567,4.3
,,,,026901,,,,,,,,
026902,SOMERVILLE ISD,TRADITIONAL ISD/CSD,,026902,03220400,ENGLISH IV (ENG 4),-999,12,-999.0,-999,42,-999.0
,,,,026902,03330100,UNITED STATES GOVERNMENT (GOVT,,0,,-999,-999,3.0
,,,,026902,03340100,US HISTORY STUDIES SINCE 1877,-999,30,-999.0,-999,-999,6.0
Total,,,,026902,,,-999,42,-999.0,13,75,5.8
,,,,026902,,,,,,,,
026903,SNOOK ISD,TRADITIONAL ISD/CSD,,026903,03100500,ALGEBRA I (ALG 1),-999,-999,3.0,-999,-999,3.0
,,,,026903,03220400,ENGLISH IV (ENG 4),13,78,6.0,14,81,5.8
,,,,026903,03330100,UNITED STATES GOVERNMENT (GOVT,-999,18,-999.0,-999,18,-999.0
,,,,026903,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,-999,3.0
,,,,026903,03370100,SOCIOLOGY (SOC),-999,-999,3.0,-999,-999,3.0
Total,,,,026903,,,23,108,4.7,24,111,4.6
,,,,026903,,,,,,,,
027903,BURNET CISD,TRADITIONAL ISD/CSD,,027903,03220400,ENGLISH IV (ENG 4),55,330,6.0,56,336,6.0
,,,,027903,03310300,ECONOMICS W/EMPH FREE ENTERPR,52,156,3.0,53,159,3.0
,,,,027903,03330100,UNITED STATES GOVERNMENT (GOVT,56,168,3.0,57,171,3.0
,,,,027903,03340100,US HISTORY STUDIES SINCE 1877,45,267,5.9,55,327,5.9
,,,,027903,03340400,WORLD HISTORY STUDIES (W HIST),48,282,5.9,52,306,5.9
,,,,027903,03440300,LANG O/T ENGLISH III - SPANISH,16,124,7.8,25,196,7.8
,,,,027903,13020600,ANATOMY & PHYSIOLOGY,26,208,8.0,26,208,8.0
,,,,027903,IHE11100,MATH-INST OF HIGHER EDU ENDRSD,62,186,3.0,65,195,3.0
,,,,027903,IHE11200,SCIENCE-INST OF HIGH ED ENDRSD,23,184,8.0,26,208,8.0
,,,,027903,LD11110A,LOCALLY DVELOPED MATHEMATICS A,60,180,3.0,63,189,3.0
Total,,,,027903,,,443,"2,085",4.7,478,"2,295",4.8
,,,,027903,,,,,,,,
027904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,,027904,03102500,INDEP STUDY IN MATH (1ST TIME),16,116,7.3,16,116,7.3
,,,,027904,03220400,ENGLISH IV (ENG 4),59,348,5.9,63,372,5.9
,,,,027904,03310300,ECONOMICS W/EMPH FREE ENTERPR,49,147,3.0,51,153,3.0
,,,,027904,03330100,UNITED STATES GOVERNMENT (GOVT,54,162,3.0,55,165,3.0
,,,,027904,03340100,US HISTORY STUDIES SINCE 1877,-999,51,-999.0,-999,51,-999.0
,,,,027904,03350100,PSYCHOLOGY (PSYCH),14,42,3.0,14,42,3.0
,,,,027904,03380002,SPEC TOPIC IN SOC STUD (1ST),11,33,3.0,11,33,3.0
,,,,027904,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,68,-999.0,-999,68,-999.0
Total,,,,027904,,,221,967,4.4,228,"1,000",4.4
,,,,027904,,,,,,,,
028902,LOCKHART ISD,TRADITIONAL ISD/CSD,,028902,03220300,ENGLISH III (ENG 3),48,282,5.9,53,312,5.9
,,,,028902,03220400,ENGLISH IV (ENG 4),23,123,5.3,23,123,5.3
,,,,028902,03330100,UNITED STATES GOVERNMENT (GOVT,38,114,3.0,42,126,3.0
,,,,028902,03340100,US HISTORY STUDIES SINCE 1877,50,294,5.9,54,318,5.9
Total,,,,028902,,,159,813,5.1,172,879,5.1
,,,,028902,,,,,,,,
028903,LULING ISD,TRADITIONAL ISD/CSD,,028903,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,028903,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,3.0,-999,-999,3.0
Total,,,,028903,,,-999,12,-999.0,-999,18,-999.0
,,,,028903,,,,,,,,
028906,PRAIRIE LEA ISD,TRADITIONAL ISD/CSD,,028906,03220300,ENGLISH III (ENG 3),-999,24,-999.0,-999,24,-999.0
,,,,028906,03220400,ENGLISH IV (ENG 4),,0,,-999,12,-999.0
Total,,,,028906,,,-999,24,-999.0,-999,36,-999.0
,,,,028906,,,,,,,,
029901,CALHOUN COUNTY ISD,TRADITIONAL ISD/CSD,,029901,03102500,INDEP STUDY IN MATH (1ST TIME),12,36,3.0,14,42,3.0
,,,,029901,03102501,INDEP STUDY IN MATH (2ND TIME),-999,12,-999.0,-999,12,-999.0
,,,,029901,03102502,INDEPEND STUDY MATH,-999,16,-999.0,-999,40,-999.0
,,,,029901,03220400,ENGLISH IV (ENG 4),30,174,5.8,39,228,5.8
,,,,029901,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,12,-999.0,-999,12,-999.0
,,,,029901,03330100,UNITED STATES GOVERNMENT (GOVT,-999,24,-999.0,13,39,3.0
,,,,029901,03340100,US HISTORY STUDIES SINCE 1877,17,99,5.8,28,162,5.8
,,,,029901,03380001,SOCIAL STUDIES ADV (1ST TIME),-999,21,-999.0,10,30,3.0
Total,,,,029901,,,84,394,4.7,118,565,4.8
,,,,029901,,,,,,,,
030901,CROSS PLAINS ISD,TRADITIONAL ISD/CSD,,030901,03100500,ALGEBRA I (ALG 1),-999,21,-999.0,-999,21,-999.0
,,,,030901,03220300,ENGLISH III (ENG 3),-999,18,-999.0,-999,18,-999.0
,,,,030901,03220400,ENGLISH IV (ENG 4),-999,30,-999.0,-999,30,-999.0
,,,,030901,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,27,-999.0,-999,27,-999.0
,,,,030901,03330100,UNITED STATES GOVERNMENT (GOVT,10,30,3.0,10,30,3.0
,,,,030901,03340100,US HISTORY STUDIES SINCE 1877,-999,54,-999.0,-999,54,-999.0
,,,,030901,03350100,PSYCHOLOGY (PSYCH),13,39,3.0,13,39,3.0
,,,,030901,03370100,SOCIOLOGY (SOC),-999,24,-999.0,-999,24,-999.0
,,,,030901,12701500,PROBLEMS AND SOLUTIONS,-999,-999,3.0,-999,-999,3.0
,,,,030901,13011400,BUSIN INFO MGT I,-999,-999,3.0,-999,-999,3.0
,,,,030901,13020300,MEDICAL TERMINOLOGY,-999,12,-999.0,-999,12,-999.0
Total,,,,030901,,,73,270,3.7,73,270,3.7
,,,,030901,,,,,,,,
030902,CLYDE CISD,TRADITIONAL ISD/CSD,,030902,03102500,INDEP STUDY IN MATH (1ST TIME),-999,24,-999.0,-999,27,-999.0
,,,,030902,03102501,INDEP STUDY IN MATH (2ND TIME),-999,27,-999.0,10,30,3.0
,,,,030902,03220400,ENGLISH IV (ENG 4),11,33,3.0,13,39,3.0
,,,,030902,03310300,ECONOMICS W/EMPH FREE ENTERPR,12,36,3.0,15,45,3.0
,,,,030902,03330100,UNITED STATES GOVERNMENT (GOVT,12,36,3.0,15,45,3.0
,,,,030902,13020600,ANATOMY & PHYSIOLOGY,-999,28,-999.0,-999,28,-999.0
,,,,030902,13029300,LAW ENFORCEMENT I,-999,12,-999.0,-999,12,-999.0
,,,,030902,13032300,WELDING,-999,10,-999.0,-999,10,-999.0
,,,,030902,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,64,-999.0,-999,64,-999.0
Total,,,,030902,,,69,270,3.9,79,300,3.8
,,,,030902,,,,,,,,
030903,BAIRD ISD,TRADITIONAL ISD/CSD,,030903,03220400,ENGLISH IV (ENG 4),-999,21,-999.0,-999,27,-999.0
,,,,030903,03330100,UNITED STATES GOVERNMENT (GOVT,11,33,3.0,14,42,3.0
,,,,030903,03350100,PSYCHOLOGY (PSYCH),-999,15,-999.0,-999,18,-999.0
,,,,030903,03370100,SOCIOLOGY (SOC),-999,27,-999.0,12,36,3.0
Total,,,,030903,,,30,96,3.2,38,123,3.2
,,,,030903,,,,,,,,
031901,BROWNSVILLE ISD,TRADITIONAL ISD/CSD,,031901,03100600,ALGEBRA II (ALG2),243,659,2.7,289,813,2.8
,,,,031901,03101100,PRECALCULUS (PRE CALC),122,529,4.3,210,965,4.6
,,,,031901,03152700,MUSIC I THEORY (MUS1THY),106,260,2.5,118,294,2.5
,,,,031901,03220300,ENGLISH III (ENG 3),126,370,2.9,126,370,2.9
,,,,031901,03220400,ENGLISH IV (ENG 4),87,261,3.0,188,564,3.0
,,,,031901,03241400,COMMUNICATION APPLICATIONS,158,474,3.0,161,483,3.0
,,,,031901,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,12,-999.0,45,135,3.0
,,,,031901,03330100,UNITED STATES GOVERNMENT (GOVT,65,195,3.0,160,480,3.0
,,,,031901,03340100,US HISTORY STUDIES SINCE 1877,154,442,2.9,259,756,2.9
,,,,031901,03350100,PSYCHOLOGY (PSYCH),112,336,3.0,147,441,3.0
,,,,031901,03370100,SOCIOLOGY (SOC),33,99,3.0,36,108,3.0
,,,,031901,03440500,LANG O/T ENGLISH V - SPANISH,-999,18,-999.0,-999,18,-999.0
,,,,031901,03500100,ART I (ART 1),147,369,2.5,150,377,2.5
,,,,031901,13020300,MEDICAL TERMINOLOGY,93,279,3.0,93,279,3.0
,,,,031901,13020400,HEALTH SCIENCE,15,39,2.6,-999,39,-999.0
,,,,031901,13037200,SCIENTIFIC RESEARCH & DESIGN,54,202,3.7,160,598,3.7
,,,,031901,A3050003,AP PHYSICS 1,11,38,3.5,23,66,2.9
,,,,031901,A3100101,AP CALCULUS AB,51,204,4.0,74,296,4.0
,,,,031901,A3220100,AP ENGLISH LANGUAGE AND COMP,,0,,103,309,3.0
,,,,031901,A3330100,AP U.S. GOVERNMENT & POLITICS,76,228,3.0,124,372,3.0
,,,,031901,A3440100,AP LANG OTH THAN ENG LV 4 SPAN,113,191,1.7,114,192,1.7
Total,,,,031901,,,"1,776","5,205",2.9,"2,601","7,955",3.1
,,,,031901,,,,,,,,
031903,HARLINGEN CISD,TRADITIONAL ISD/CSD,,031903,03050000,PHYSICS (PHYSICS),22,66,3.0,80,240,3.0
,,,,031903,03100600,ALGEBRA II (ALG2),119,279,2.3,175,441,2.5
,,,,031903,03101100,PRECALCULUS (PRE CALC),28,82,2.9,77,227,2.9
,,,,031903,03220300,ENGLISH III (ENG 3),17,72,4.2,87,345,4.0
,,,,031903,03220400,ENGLISH IV (ENG 4),15,60,4.0,50,204,4.1
,,,,031903,03241400,COMMUNICATION APPLICATIONS,26,78,3.0,42,126,3.0
,,,,031903,03310300,ECONOMICS W/EMPH FREE ENTERPR,13,39,3.0,48,144,3.0
,,,,031903,03330100,UNITED STATES GOVERNMENT (GOVT,16,48,3.0,42,126,3.0
,,,,031903,03340100,US HISTORY STUDIES SINCE 1877,15,45,3.0,77,231,3.0
,,,,031903,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,-999,3.0
,,,,031903,03380001,SOCIAL STUDIES ADV (1ST TIME),11,33,3.0,35,105,3.0
,,,,031903,03380002,SPEC TOPIC IN SOC STUD (1ST),12,36,3.0,67,201,3.0
,,,,031903,03500100,ART I (ART 1),25,78,3.1,73,222,3.0
,,,,031903,13014400,INSTR PRACT IN ED & TRAINING,22,60,2.7,22,60,2.7
,,,,031903,13014500,PRACTICUM ED & TRAINING,26,67,2.6,26,67,2.6
,,,,031903,13020300,MEDICAL TERMINOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,031903,13020500,PRACTICUM HEALTH SCIENCE,56,327,5.8,56,327,5.8
,,,,031903,13020600,ANATOMY & PHYSIOLOGY,10,30,3.0,20,60,3.0
,,,,031903,13022600,CULINARY ARTS,57,194,3.4,57,194,3.4
,,,,031903,A3010200,AP BIOLOGY,39,152,3.9,57,224,3.9
,,,,031903,A3040000,AP CHEMISTRY,-999,-999,3.0,-999,12,-999.0
,,,,031903,A3220200,AP ENGLISH LITERATURE AND COMP,137,810,5.9,152,900,5.9
,,,,031903,A3330100,AP U.S. GOVERNMENT & POLITICS,53,159,3.0,57,171,3.0
Total,,,,031903,,,723,"2,727",3.8,"1,306","4,633",3.5
,,,,031903,,,,,,,,
031905,LA FERIA ISD,TRADITIONAL ISD/CSD,,031905,03100600,ALGEBRA II (ALG2),19,114,6.0,23,135,5.9
,,,,031905,03101100,PRECALCULUS (PRE CALC),-999,30,-999.0,-999,30,-999.0
,,,,031905,03152700,MUSIC I THEORY (MUS1THY),33,99,3.0,35,105,3.0
,,,,031905,03220400,ENGLISH IV (ENG 4),32,189,5.9,32,189,5.9
,,,,031905,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,-999,3.0
,,,,031905,13020600,ANATOMY & PHYSIOLOGY,12,96,8.0,12,96,8.0
,,,,031905,13039800,COLLISION REPAIR & REFINISH,-999,-999,8.0,-999,-999,8.0
,,,,031905,A3010200,AP BIOLOGY,-999,68,-999.0,10,76,7.6
,,,,031905,A3330100,AP U.S. GOVERNMENT & POLITICS,26,78,3.0,26,78,3.0
,,,,031905,A3330200,AP COMPARATIVE GOVT & POLITICS,29,87,3.0,30,90,3.0
,,,,031905,A3340100,AP UNITED STATES HISTORY,-999,30,-999.0,-999,36,-999.0
Total,,,,031905,,,177,814,4.6,186,858,4.6
,,,,031905,,,,,,,,
031906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,,031906,03101100,PRECALCULUS (PRE CALC),52,156,3.0,60,180,3.0
,,,,031906,03102500,INDEP STUDY IN MATH (1ST TIME),173,518,3.0,187,560,3.0
,,,,031906,03220400,ENGLISH IV (ENG 4),62,176,2.8,65,183,2.8
,,,,031906,03330100,UNITED STATES GOVERNMENT (GOVT,63,189,3.0,65,195,3.0
,,,,031906,03340100,US HISTORY STUDIES SINCE 1877,75,450,6.0,79,474,6.0
,,,,031906,03501700,ART III HISTORY (ART3HIST),38,114,3.0,48,144,3.0
,,,,031906,13014400,INSTR PRACT IN ED & TRAINING,32,96,3.0,32,96,3.0
